NSPID,volume,psc,px,py,pz
S0091,0.0,nan,nan,nan,nan
S0092,0.0,nan,nan,nan,nan
S0093,5344.0,1.0925033569335938,36.0,-84.0,0.0
S0096,0.0,nan,nan,nan,nan
S0098,0.0,nan,nan,nan,nan
S0099,1568.0,1.027508773803711,42.0,-80.0,0.0
S0101,648.0,0.99895812988281252,34.0,-90.0,-2.0
S0102,0.0,nan,nan,nan,nan
S0105,0.0,nan,nan,nan,nan
S0108,0.0,nan,nan,nan,nan
S0109,1416.0,0.73729904174804684,40.0,-78.0,0.0
S0113,1904.0,1.1214789581298827,44.0,-78.0,2.0
S0114,2072.0,0.94454048156738279,32.0,-90.0,-8.0
S0116,0.0,nan,nan,nan,nan
S0117,2024.0,1.4250912475585937,36.0,-78.0,4.0
S0118,1448.0,1.0139754486083985,36.0,-86.0,6.0
S0119,0.0,nan,nan,nan,nan
S0120,4800.0,1.0277454376220703,38.0,-88.0,-8.0
S0121,1160.0,1.1036296081542969,36.0,-78.0,0.0
S0122,0.0,nan,nan,nan,nan
S0124,0.0,nan,nan,nan,nan
S0125,192.0,1.304762725830078,36.0,-86.0,0.0
S0127,0.0,nan,nan,nan,nan
S0128,0.0,nan,nan,nan,nan
S0129,3184.0,1.207816390991211,34.0,-88.0,8.0
S0131,0.0,nan,nan,nan,nan
S0132,0.0,nan,nan,nan,nan
S0133,1424.0,1.298359375,46.0,-82.0,0.0
S0134,0.0,nan,nan,nan,nan
S0135,0.0,nan,nan,nan,nan
S0136,272.0,1.1897834014892579,34.0,-90.0,-2.0
S0138,0.0,nan,nan,nan,nan
S0139,0.0,nan,nan,nan,nan
S0140,0.0,nan,nan,nan,nan
S0141,184.0,0.77423538208007814,34.0,-80.0,0.0
S0143,0.0,nan,nan,nan,nan
S0144,0.0,nan,nan,nan,nan
S0151,0.0,nan,nan,nan,nan
S0152,0.0,nan,nan,nan,nan
S0153,1952.0,1.1667775726318359,36.0,-88.0,0.0
S0154,0.0,nan,nan,nan,nan
S0155,3224.0,1.0878178405761718,32.0,-80.0,2.0
S0159,0.0,nan,nan,nan,nan
