NSPID,volume,psc,px,py,pz
S1318,0.0,nan,nan,nan,nan
S1319,1320.0,1.616558837890625,48.0,-60.0,10.0
S1320,40.0,0.67720848083496099,42.0,-68.0,-2.0
S1322,2944.0,1.1066321563720702,44.0,-66.0,2.0
S1323,5136.0,1.1314727020263673,56.0,-62.0,8.0
S1324,6608.0,1.3874311828613282,52.0,-68.0,4.0
S1325,0.0,nan,nan,nan,nan
S1326,4800.0,1.3769013977050781,48.0,-62.0,6.0
S1328,3000.0,1.1310196685791016,54.0,-64.0,14.0
S1337,1552.0,1.2678791809082031,44.0,-68.0,2.0
S1338,1504.0,1.5615422058105468,42.0,-66.0,6.0
S1339,3576.0,1.5967817687988282,52.0,-62.0,8.0
S1341,5256.0,1.4359193420410157,42.0,-60.0,6.0
S1343,0.0,nan,nan,nan,nan
S1344,5248.0,1.2081498718261718,42.0,-70.0,10.0
S1346,4976.0,1.4354231262207031,50.0,-74.0,-2.0
S1348,10816.0,1.6999696350097657,44.0,-68.0,-4.0
S1349,4152.0,1.3260699462890626,46.0,-68.0,4.0
S1350,2072.0,0.96474311828613279,42.0,-74.0,2.0
S1351,5984.0,1.6511505126953125,54.0,-64.0,2.0
S1352,0.0,nan,nan,nan,nan
S1353,5776.0,1.6097769165039062,44.0,-70.0,4.0
S1354,2840.0,1.4051481628417968,48.0,-64.0,2.0
S1355,1560.0,1.3703244018554688,42.0,-64.0,4.0
S1356,6480.0,1.2795063018798829,56.0,-66.0,12.0
S1357,5344.0,1.5254344177246093,42.0,-70.0,6.0
S1358,6248.0,1.8739752197265624,42.0,-68.0,4.0
S1359,4384.0,1.413328857421875,44.0,-66.0,2.0
S1360,3000.0,1.3065071105957031,46.0,-68.0,6.0
S1363,1648.0,1.4576873779296875,46.0,-64.0,10.0
S1364,3456.0,1.5323150634765625,42.0,-72.0,4.0
S1365,0.0,nan,nan,nan,nan
S1366,3952.0,1.3720726013183593,44.0,-58.0,8.0
S1367,0.0,nan,nan,nan,nan
S1368,1344.0,1.4670353698730469,50.0,-62.0,4.0
S1369,336.0,1.2996464538574219,50.0,-78.0,6.0
S1371,0.0,nan,nan,nan,nan
S1372,2944.0,1.2804153442382813,52.0,-68.0,2.0
S1373,6424.0,1.39969970703125,50.0,-70.0,0.0
S1374,952.0,1.3470591735839843,44.0,-68.0,12.0
S1375,2376.0,1.1550764465332031,44.0,-78.0,4.0
S1376,1856.0,1.2000566101074219,48.0,-70.0,2.0
S1377,256.0,1.0429099273681641,40.0,-64.0,0.0
S1378,5008.0,1.7857046508789063,46.0,-66.0,4.0
S1380,1816.0,2.1411317443847655,46.0,-60.0,2.0
S1381,3896.0,1.5666706848144532,52.0,-64.0,6.0
S1383,7744.0,1.2957124328613281,40.0,-78.0,8.0
S1385,2216.0,1.5663906860351562,48.0,-58.0,8.0
S1386,8584.0,1.5303013610839844,46.0,-76.0,0.0
S1387,216.0,1.0882167053222656,42.0,-68.0,0.0
S1388,2712.0,1.2268537902832031,50.0,-70.0,0.0
S1389,4960.0,1.4275643920898438,46.0,-66.0,6.0
