NSPID,volume,psc,px,py,pz
S1235,1776.0,1.0418571472167968,-40.0,-62.0,8.0
S1237,1992.0,1.0744654083251952,-48.0,-74.0,10.0
S1238,0.0,nan,nan,nan,nan
S1239,3720.0,1.0857915496826172,-48.0,-66.0,8.0
S1240,1056.0,1.046138153076172,-40.0,-64.0,6.0
S1242,1656.0,1.6185556030273438,-50.0,-70.0,0.0
S1243,40.0,1.6666120910644531,-46.0,-78.0,2.0
S1245,4240.0,1.0743634033203124,-48.0,-76.0,0.0
S1246,1872.0,1.0883910369873047,-42.0,-70.0,2.0
S1247,2576.0,1.1755996704101563,-40.0,-82.0,4.0
S1248,600.0,1.998831787109375,-42.0,-76.0,2.0
S1249,2048.0,1.3132804870605468,-42.0,-70.0,6.0
S1250,1704.0,1.3002760314941406,-48.0,-58.0,14.0
S1251,2344.0,1.4428446960449219,-40.0,-68.0,6.0
S1252,4432.0,1.4304376220703126,-46.0,-68.0,8.0
S1253,384.0,2.0897892761230468,-42.0,-76.0,6.0
S1254,5640.0,1.6295794677734374,-46.0,-76.0,6.0
S1255,3496.0,1.4431614685058594,-46.0,-66.0,10.0
S1256,2304.0,1.375843505859375,-38.0,-68.0,-8.0
S1257,1704.0,1.148106918334961,-40.0,-82.0,-2.0
S1258,1304.0,1.6129595947265625,-46.0,-62.0,12.0
S1259,2408.0,1.0859660339355468,-44.0,-74.0,0.0
S1260,2192.0,1.757695770263672,-46.0,-68.0,0.0
S1261,2896.0,1.1836000061035157,-46.0,-74.0,10.0
S1262,4688.0,1.4671533203125,-46.0,-72.0,6.0
S1263,704.0,1.0576941680908203,-44.0,-74.0,6.0
S1265,1888.0,0.92533988952636714,-48.0,-74.0,-2.0
S1267,3744.0,1.2781548309326172,-38.0,-78.0,8.0
S1268,7672.0,1.1133196258544922,-40.0,-82.0,2.0
S1269,2560.0,1.5315240478515626,-44.0,-74.0,0.0
S1270,3216.0,1.6724728393554686,-46.0,-72.0,4.0
S1271,808.0,1.1169763946533202,-46.0,-72.0,-2.0
S1272,8384.0,1.5785809326171876,-48.0,-68.0,2.0
S1273,3024.0,1.7361096191406249,-40.0,-74.0,-6.0
S1275,1464.0,1.2578387451171875,-48.0,-76.0,-2.0
S1276,6344.0,1.2988259887695313,-52.0,-62.0,-12.0
S1277,1960.0,1.0979438781738282,-38.0,-64.0,4.0
S1280,2416.0,1.0675443267822267,-38.0,-70.0,6.0
S1281,2728.0,1.0708578491210938,-46.0,-72.0,0.0
S1283,40.0,1.1049169921874999,-42.0,-76.0,-2.0
S1284,5776.0,1.5246005249023438,-46.0,-70.0,4.0
S1285,3584.0,1.5312590026855468,-50.0,-74.0,12.0
S1286,0.0,nan,nan,nan,nan
S1287,1960.0,1.0813969421386718,-48.0,-70.0,6.0
S1288,344.0,1.0918864440917968,-42.0,-72.0,2.0
S1290,3224.0,1.6615963745117188,-40.0,-72.0,6.0
S1291,7696.0,1.807988739013672,-40.0,-66.0,-4.0
S1292,4520.0,1.3126930236816405,-48.0,-72.0,2.0
S1293,3664.0,1.0329670715332031,-46.0,-72.0,-8.0
S1294,2272.0,1.2233890533447265,-38.0,-82.0,-2.0
S1296,2528.0,1.081563720703125,-56.0,-62.0,6.0
S1297,4264.0,1.443659210205078,-42.0,-68.0,-8.0
S1298,96.0,1.3146913146972656,-48.0,-70.0,10.0
S1300,1768.0,1.0036323547363282,-54.0,-66.0,6.0
S1301,1432.0,1.0725263214111329,-48.0,-70.0,8.0
S1303,6344.0,0.96807487487792965,-46.0,-72.0,-6.0
S1304,3728.0,1.1939047241210938,-48.0,-72.0,2.0
